videoId,cleaned_comment,polarity
RPpcv5xr7TA,who said manila is the most dangerous city in southeast asia you dont know what happened in marawi here in the philipines there was a war but you know what we strugled and prayed we did not surender we survived we won the philipines is the most friendliest country you will ever meet mark my words so now you said that makes us filipinos super angry but if our president saw this video of yours what will you think what if we did these to your country the title of your video what if we did these to your country think before you speek ,neg
RPpcv5xr7TA,why does your title claim manila as being dangerous smh,neg
RPpcv5xr7TA,what the most dangerous city in sea i never knew manila was unfairly pictured and branded as such,neg
RPpcv5xr7TA,worst capital on earth i am living here  years you come to here few days and you decided its safe and good and   i am really speechless,neg
RPpcv5xr7TA,why would u put dangerous there in the title ‍‍‍,neg
RPpcv5xr7TA, dangerous but not the quotmostquot specially when you are a pretty foreigner walking in a dark alley well duh,neg
RPpcv5xr7TA,wrong caption girl manila is not the most dangerous country do some research before you judge a country maybe its dangerous because of the fake news running around but manila is best among the rest you over reacting on such a thing that  happen godbless on your next vlog ,neg
RPpcv5xr7TA,wrong title   unsubscribe tnx anyway,neg
RPpcv5xr7TA, been to manilla i  find it dangerous but we did find that some of the taxi drivers would double the price luckily my mum is from daet and she was able to speak tagalog and caught them and got half our money back,neu
RPpcv5xr7TA,what is sad is that it is that filipinos themselves are propagating the bad image of manila  lived in the poor sectors of the city  and did not have any bad experience problem with filipinos is that they think lowly of themselves you will never hear thai vietnamese or cambodian people talk ill about their country in front of foreigners on a regular basis for filipinos this is automatici  know why probably because we really  have any pride or love for our country find any video on youtube that talks positively about the country  then check the comments there will be quite a number of filipinos enunciating all the bad things about the countrywhat these people  know is things are just as bad or even worse in other countries it is a given if you are a traveller you do not venture out to places where there are few people or in dark places or in seedy places you  walk around waving the latest  iphone in the face of hungry people if you know what i meanthere are places in new york that you  want to be caught walking alone ditto with paris london etc,neg
RPpcv5xr7TA, currently listed as one of the top  most racist countries in the world so expect some heads to turn and the occasional quothoy kanoquot,neg
RPpcv5xr7TA, not that dangerous though,neu
RPpcv5xr7TA, dangerous  safe it is better if you have relatives here so that they can guide you what to do here safe just take care of your gadgets or anything,neg
RPpcv5xr7TA,why does your vlog have to be about only you and what you think of the philippines why  you interview the driver to give other people a more realistic view this seems like you find yourself and your view very important and the country people and their views much less important  in high class ritzy areas to start and of course you will be protected there there is a tonne of security everywhere me on the other hand  canadian and i live in the slums but i have never had a problem loads of security  showing one side of the coin and leaving out slum areas so people can just assume  bad they really  people may stare a lot but they are friendly and more or less curious  never had a problem in  months even when travelling to masbate i go many places alone at all hours and the worst that has happened is a few kids will try and get you to give them money  do that they will likely use it on glue to sniff and if you get caught you will be fined or arrested give them food because they do the glue apparently to stop the hunger pains if you are street wise and know how to observe your surroundings manila is just as dangerous as any other large western city just watch out for traffic and keep money folded in your pocket not in a bag or wallet manila is great,neg
RPpcv5xr7TA,   ask me pls,neu
RPpcv5xr7TA, more fun in the philippinesquotfck that  the exact opposite,neg
RPpcv5xr7TA, not the whole manila that is dangerous but some parts are you just have to be careful of scammers and robbers,neu
RPpcv5xr7TA,your title is misleading  not the quotmost dangerous city in asiaquot can you please change it manila is much safer than years ago  been a  percent drop in overall crime and  dropping fast the last time i was there february  i definitely sensed a change their new government is serious about it and so many corrupt officials from ministers to govenors mayors to generals were fired even the force of a whole police precinct station were fired on the spot yep if the ph is going to maintain  pace as one of the fastest growing economies in the world it has to ensure that laws are being followed and enforced btw china is the fastest growing economy with a gdp growth rate of  the philippines vietnam and india are at   pray this keeps up but please   not reinforce and recycle the outdated stereotype so kindly change the title of your vlog thank you ,neg
RPpcv5xr7TA,who made the title of this video seriously  are you sure  the most dangerous in worldi like the content of the video and how you guys described it but i  like the titlethank you for visiting philippines,neg
RPpcv5xr7TA, not even that special so yeah  safe,neu
RPpcv5xr7TA,you just hurting some of peoples here in philippines  pls stop calling it dangerous ,neg
RPpcv5xr7TA,what a dumb couple firstly the land size of manila is not huge it is tiny the population per sq meter is one of the highest densities in the world also these two superficial people never ventured to tondo or pasay caloocan or anywhere else where the majority of poor flips live    but i guess these  being young and stupid females can fall for a potemkin village anytime of course they may well be americans lmaototal dunces,neg
RPpcv5xr7TA, good you gave a manila a chance  from cebu and  like the big city but i definitely  agree with the title i think  improper to assume  the most dangerous city in sea when  not even backing it up with facts the present government is doing what they can to revamp the country get your facts straight,neu
RPpcv5xr7TA,you seem to be too scared of manila thank you for giving our place a chance but i feel like  too much negativity in this vlog even though you  walk outside that much  seen a lot of tourists here in the philippines and  doing just fine walking by themselves i hope that next time you visit an interesting country you truly experience the place by going out of your comfort zone no hate though just a recommendation ,neg
RPpcv5xr7TA,why do you have to name your video  quotthe most dangerous city in southeast asiaquot,neg
RPpcv5xr7TA,when people says its not safe they probably meant the pickpocket ones but other than that no its safe just crowded and noisy just  go way too south i think they still have terrorist there,neg
RPpcv5xr7TA, had someone try to scam me in paris last summer look up string scam bracelet scam and was scammed in jersey city in the us i live here lol for  and was jumped and or mugged before i used to live in a not so great neighborhood i also visited the philippines twice but i was never scammed for anything my point is is that danger is present in just about every country quotdevelopedquot nation or quotdevelopingquot nation  aware that  crime in the philippines but i think people tend to focus on the bad and sometimes even foolishly believe that they can simply enter any neighborhood of a city and think that  going to be okay like  lived next to nyc practically all of my life but i  walk through south bronx or brownsville all willy nilly lol,neu
RPpcv5xr7TA, go to manila,neu
RPpcv5xr7TA,why who write this the dangerous where are from maybe your place moe dangerous than manilayou have to look what the do and the  for foreigner in visit other countries crazy,neg
RPpcv5xr7TA,woahh the tittle was just so offensive  manila isnt the most dangerous place on southeast asia  india is much more worst  i mean  even a lot dangerous place in philippines like certain place at mindanao  but manila is a big no the tittle is so offensive,neg
RPpcv5xr7TA, also because we have been colonised for  yrs,neu
RPpcv5xr7TA, ask a filipino because those stupid people thinks the philippines is the safest place in the world,neg
RPpcv5xr7TA, a foreigner living in manila for  years and i often commute  between  to  to and from work never had any issues but nonetheless you have to be careful same goes for any place in the world have done the same in bangkok rome london paris the feeling is no different people that just watch the news and  have experience going to the place does not have a clue what they talking about and i place has really been safer since the new guy came in just saying,neu
RPpcv5xr7TA, from philippines   safe but you still have to be careful and alert and yeah filipinos are friendly ,neu
RPpcv5xr7TA,wow what a caption most dangerous in what way i’m from ph and i’m currently live here in manila for  years now and i’m still alive with god’s grace well manila is great but yeah you just have to be careful even in other countries every tourist must be very careful anywhere they go we had an incident before in vietnam i think that was a nightmare for us,neg
RPpcv5xr7TA,what you read on western newspaper about the philippines is full of   the only thing they print on their newspaper are the bad stuff,neg
RPpcv5xr7TA, going to manila  but not where u went  i wanna check out the cemetery village amp the ppl who live under bridges,neu
RPpcv5xr7TA, depends which area in manila there are some areas that are not safe but because the president is very strict now manila or philippines is safer now,neu
RPpcv5xr7TA, a  but manila like other cities is safe but like other cities have rough  neighborhoods that you should avoid but it is generally safe,pos
RPpcv5xr7TA, agreei like your video,pos
RPpcv5xr7TA,who is the moron who says that manila is the quotmostquot dangerous place in south east asia quotmost idiotic caption everquot that is,neg
RPpcv5xr7TA,wtf  w the title  are you insinuating or trying to promote negative rumours about the city  been here in the us for  years and  say  not even safe in the big cities here as well not even in the church malls clubs schools etc dimwit,neg
RPpcv5xr7TA, glued to my device watching and listening to you feels like time stood still every time i watch your video,neu
-6tsJ7rpVd0,y r u so beautiful,pos
-6tsJ7rpVd0,i think you should try also going to bohol its the island near cebu if ever you comeback to philippines,neu
-6tsJ7rpVd0,i always love your video,pos
-6tsJ7rpVd0,cebu city is my hometown,neu
-6tsJ7rpVd0,layne you must try bicol express,neu
-6tsJ7rpVd0,i love lyne she is really so beautiful,pos
-6tsJ7rpVd0,wow so  been to cebu too sad i missed out,neu
-6tsJ7rpVd0,you are in my hometown cebu city philippines  i  know that  new sub haha,pos
-6tsJ7rpVd0,what an amazing filipino friend salute to her  lechon leh chon or lit sawn,pos
-6tsJ7rpVd0,pls visit  davao citya href,neu
-6tsJ7rpVd0,nice vlog in cebu,pos
-6tsJ7rpVd0,you should try to mingle on the streets because thats where the best food of filipino are not in hotels and malls ,neu
-6tsJ7rpVd0,still watching your blogs i  know why i like your videos hhhhhh,pos
-6tsJ7rpVd0,oh wowow,pos
-6tsJ7rpVd0,you make me want to travel spontaneously love your stuff,pos
-6tsJ7rpVd0,hello friend welcome to cebu have fun stay connected,pos
-6tsJ7rpVd0,layne wow nice vlogi will do this soonhope youll guys visit my channellee ann,pos
-6tsJ7rpVd0,beautiful,pos
-6tsJ7rpVd0,i started watching your jollibee taste test with your family in hawaii and now here i am been binge watching you for like  hours now i miss home now thanks for your videos made my day,pos
-6tsJ7rpVd0,do you want me to help you from where my location it takes about   on delta airline,pos
-6tsJ7rpVd0,ive watched all of your videos the whole night i love how you enjoyed philippines specially the foods the places etc ,pos
-6tsJ7rpVd0,i missed your meet and greet i hope you could visit cdo and davao on your next ph travel ,neu
-6tsJ7rpVd0,your so beautyful layne be careful always ,pos
-6tsJ7rpVd0,you are incredibly amazing ,pos
-6tsJ7rpVd0,i can’t stop watching all your videos i’m becoming now your fan way to go gurl,pos
-6tsJ7rpVd0,hello layneeeeee  from cebu ,neu
-6tsJ7rpVd0,what is the name of that place in cebu amazing,neu
-6tsJ7rpVd0,your the best layne heheheso happy to see your vlog that u really enjoying your time in our country  i hope i can see u in person,pos
-6tsJ7rpVd0,any way congrats u have  subscribe,pos
-6tsJ7rpVd0,the amazing  delice recipes and stunning view fr it of cebu‘s skyline,neu
-6tsJ7rpVd0,gorgeouswow,pos
-6tsJ7rpVd0,when you get back here in the philippines with your family might as well visit the most exclusive private island resorts in the country— amanpulo and balesin they cost around usd     but it’s gonna be worth it try visiting batanes as well located in the northern most region of the philippines and it looks like new zealand thank you for appreciating philippines layne ,neu
-6tsJ7rpVd0,i like it that you are travelling with eileen most young women will be with partying with their friends glad with eileen she brings you to nice places clean fun and you are safe cause she will take care of you my god been doing a marathon of your videos need to do chores,pos
-6tsJ7rpVd0,i  you layne ,pos
-6tsJ7rpVd0,so  been to cebu as well hahaha  so sad i  able to see you i just subscribe last september so  from lapulapu by the way just  ride from the airport thank you so much for visiting  i wish you have more subscribers and more blessings to come keep it up,pos
-6tsJ7rpVd0,what’s your favorite place in the philippines ,neu
-6tsJ7rpVd0,i just love watching travel youtube videos,pos
-6tsJ7rpVd0,hope she visit philippines again and have a chance to meet her in person ,pos
-6tsJ7rpVd0,is that smoke i smell cause  burning hot,neu
-6tsJ7rpVd0,talagang napaka ganda mo layne salita ka ng tagalog hehehe your fan from spain madrid  ,pos
-6tsJ7rpVd0,new subscriber  here in ksa,pos
-6tsJ7rpVd0,hi new subscriber here   i like your videos from your whole journey to philippines and back   and  gonna watch more of it from now  so refreshing,pos
-6tsJ7rpVd0,your so cool,pos
-6tsJ7rpVd0,woohhh layne u made to cebu u made to delice recipe actualy i live there nice,pos
-6tsJ7rpVd0,can you include the name of restaurants in your videos i know you like astoria but any other hotels you can recommend in your vlogs that will become handy when we visit the philippines,neu
-6tsJ7rpVd0,this is my new fav vlogggg  from  philippines ,pos
-6tsJ7rpVd0,i subscribe too,pos
-6tsJ7rpVd0,you are so pretty love from indiaplease visit india again love your videos,pos
-6tsJ7rpVd0,if japanese  invade manila  maybe u will see soo many historical building    spanish building and   american building   spanish era in the philippines       american colonized the philippines      by the way warsaw is not the most devastated city in world war  manila is the most devastated city in world war   hahahah a href,neu
-6tsJ7rpVd0,same with patrick the first video i saw was you and your brother trying jollibee d,neu
-6tsJ7rpVd0,how old are you tnx,neu
-6tsJ7rpVd0,whoaaah you are in cebu ,neu
-6tsJ7rpVd0,sorry for my ignorance but does it say in youtube if your video is demonitized or otherwise,neu
-6tsJ7rpVd0,aww been to cebu too last april  too bad i  see you in person ,neu
-6tsJ7rpVd0,u should go to bantayan which is located at the north part of cebu,neu
-6tsJ7rpVd0,hey  din,neu
-6tsJ7rpVd0,omg youre in cebu,neu
-6tsJ7rpVd0,im stuck with your vlog  keep on pausing the vid when you are on focus and cant resist to stare  please recognize me and im dying ,neu
-6tsJ7rpVd0,miss layne my mistake  spiral buffet not spring buffet  ,neu
-6tsJ7rpVd0,a href literally every vlogger in an airport,neg
-6tsJ7rpVd0,you a hulk yuck,neg
-6tsJ7rpVd0,you could be dehydrated layne drink lots of water to cure that headache,neu
-6tsJ7rpVd0,ube kweeen ,neu
-6tsJ7rpVd0,the guy just walking all the wire wtf lmao,neu
-6tsJ7rpVd0,never ever stop youtubing layne you should plan on how to grow your channel like collaborating with other youtuber it would be fun seeing you with people doing the same thing ,pos
-6tsJ7rpVd0,holyshit i was literally right there why didnt i notice you omfgjfjfjsisks im so mad,neu
-6tsJ7rpVd0,omg omggggg layneeee you’re in cebu woahhh,neu
-6tsJ7rpVd0,gwapa jud kaayo ka layne,neu
-6tsJ7rpVd0,i think youtuber should know the facts that filipinos are like in top  subscribers try hooking up with will dasovich and others top pinoy vloggers for sure you will gain more subscriber,neu
-6tsJ7rpVd0,omg bannoffeeeeeee  ur first vlog i saw was ur first philippine trip cuz i watch beach vlogs  listen to people complaining like they think jolibbee has to be the best lol  filipino and  not even a fan  rather eat real filipino food back in the philippines  what i really miss i miss abe restaurant  not fastfood i know just sayin lol and carenderia food is probably a good hole in the wall eatery u were just stating ur opinion and if people  take it oh well screw that we  please everyone keep vlogging cuz u cooool ya heard ,neu
-6tsJ7rpVd0,subscribed ,pos
-6tsJ7rpVd0, lose your wallet this trip,neu
-6tsJ7rpVd0,my mom makes banofie,neu
-6tsJ7rpVd0, people dislikes this video are jealous as hell,neu
-6tsJ7rpVd0,lol the foggy lens made you look dreamy ,neu
-6tsJ7rpVd0, probably go fanboy mode if ever i see you,neu
-6tsJ7rpVd0,wheres the edge coaster,neu
-6tsJ7rpVd0,you test  taste lechon oh you’r road rude hahaha have you heard of that story before or have you watch it in you tube,neu
-6tsJ7rpVd0,wooohoooo another vlog  everybody needs a eileen in their life and i can relate could not travel lite even to save mah life,pos
-6tsJ7rpVd0,nevermind those haters layne they are just one of those boring people in this world  please them its better to be hated for who you are than to be loved for who  nota href,pos
-6tsJ7rpVd0,go to manila,neu
-6tsJ7rpVd0,ohhh layne maaaa labbsss,neu
-6tsJ7rpVd0,what do u normally have for bfast i noticed you always have headaches on few of your vlogs i think maybe you’re just hangry hungry,neu
-6tsJ7rpVd0,you should try balut ,neu
-6tsJ7rpVd0,try ginabot,neu
-6tsJ7rpVd0,where is this reataurant layne,neu
-6tsJ7rpVd0,ate eileenthe managernow the vblogger i also read those hawaiiphil  having a debatefunny thing is they doing it in your igwhats the connect,neu
-6tsJ7rpVd0,hi laynegood morninghappy here  you enjoy your cebu triptake carewaiting for your  next vlog and have some more instagram live  please,pos
-6tsJ7rpVd0,why is there a thumbs down,neu
-6tsJ7rpVd0,maayong buntag sa imo ,neu
-6tsJ7rpVd0,notified hahah,pos
